date,geoRegion,indication,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202110,GR,med_prof,358,indication,200096,2527,1.3,0.164,16.400000000000002,25.8,0.18,1.26,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202111,GR,med_prof,182,indication,200096,2709,1.4,0.073,7.3,22,0.09,1.35,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202112,GR,med_prof,87,indication,200096,2796,1.4,0.078,7.8,20.8,0.04,1.4,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202113,GR,med_prof,55,indication,200096,2851,1.4,0.023,2.3,18,0.03,1.42,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202114,GR,med_prof,107,indication,200096,2958,1.5,0.047,4.7,16.3,0.05,1.48,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202115,GR,med_prof,79,indication,200096,3037,1.5,0.057,5.7,15.6,0.04,1.52,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202116,GR,med_prof,77,indication,200096,3114,1.6,0.024,2.4,13.700000000000001,0.04,1.56,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202117,GR,med_prof,130,indication,200096,3244,1.6,0.042,4.2,12.6,0.06,1.62,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202118,GR,med_prof,86,indication,200096,3330,1.7,0.031,3.1,11.700000000000001,0.04,1.66,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202119,GR,med_prof,693,indication,200096,4023,2,0.104,10.4,11.4,0.35,2.01,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202120,GR,med_prof,297,indication,200096,4320,2.2,0.058,5.800000000000001,10.7,0.15,2.16,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202121,GR,med_prof,1033,indication,200096,5353,2.7,0.156,15.6,11.4,0.52,2.68,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202122,GR,med_prof,725,indication,200096,6078,3,0.129,12.9,11.600000000000001,0.36,3.04,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202123,GR,med_prof,477,indication,200096,6555,3.3,0.127,12.7,11.600000000000001,0.24,3.28,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202124,GR,med_prof,423,indication,200096,6978,3.5,0.061,6.1,11,0.21,3.49,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202125,GR,med_prof,196,indication,200096,7174,3.6,0.029,2.9000000000000004,10.299999999999999,0.1,3.59,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202126,GR,med_prof,136,indication,200096,7310,3.7,0.025,2.5,9.700000000000001,0.07,3.65,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202127,GR,med_prof,127,indication,200096,7437,3.7,0.015,1.5,8.9,0.06,3.72,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202128,GR,med_prof,79,indication,200096,7516,3.8,0.02,2,8.6,0.04,3.76,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202129,GR,med_prof,113,indication,200096,7629,3.8,0.019,1.9,8.1,0.06,3.81,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202130,GR,med_prof,138,indication,200096,7767,3.9,0.029,2.9000000000000004,7.9,0.07,3.88,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202131,GR,med_prof,34,indication,200096,7801,3.9,0.032,3.2,7.8,0.02,3.9,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202132,GR,med_prof,56,indication,200096,7857,3.9,0.027,2.7,7.7,0.03,3.93,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202133,GR,med_prof,67,indication,200096,7924,4,0.036,3.5999999999999996,7.7,0.03,3.96,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202134,GR,med_prof,68,indication,200096,7992,4,0.035,3.5000000000000004,7.6,0.03,3.99,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202135,GR,med_prof,64,indication,200096,8056,4,0.039,3.9,7.5,0.03,4.03,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202136,GR,med_prof,43,indication,200096,8099,4,0.024,2.4,7.3999999999999995,0.02,4.05,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202137,GR,med_prof,43,indication,200096,8142,4.1,0.021,2.1,7.3,0.02,4.07,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202138,GR,med_prof,58,indication,200096,8200,4.1,0.019,1.9,7.199999999999999,0.03,4.1,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202139,GR,med_prof,75,indication,200096,8275,4.1,0.019,1.9,7.000000000000001,0.04,4.14,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202140,GR,med_prof,56,indication,200096,8331,4.2,0.015,1.5,6.800000000000001,0.03,4.16,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202141,GR,med_prof,94,indication,200096,8425,4.2,0.024,2.4,6.7,0.05,4.21,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202142,GR,med_prof,60,indication,200096,8485,4.2,0.026,2.6,6.6000000000000005,0.03,4.24,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202143,GR,med_prof,50,indication,200096,8535,4.3,0.027,2.7,6.6000000000000005,0.02,4.27,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202144,GR,med_prof,24,indication,200096,8559,4.3,0.021,2.1,6.5,0.01,4.28,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202145,GR,med_prof,20,indication,200096,8579,4.3,0.02,2,6.5,0.01,4.29,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202146,GR,med_prof,8,indication,200096,8587,4.3,0.012,1.2,6.5,0,4.29,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202052,GR,contact_vuln,0,indication,200096,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202053,GR,contact_vuln,0,indication,200096,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202101,GR,contact_vuln,0,indication,200096,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202102,GR,contact_vuln,0,indication,200096,0,0,NA,NA,0,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202103,GR,contact_vuln,1,indication,200096,1,0,0.333,33.300000000000004,25,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202104,GR,contact_vuln,112,indication,200096,113,0.1,0.179,17.9,17.9,0.06,0.06,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202105,GR,contact_vuln,169,indication,200096,282,0.1,0.098,9.8,12,0.08,0.14,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202106,GR,contact_vuln,306,indication,200096,588,0.3,0.159,15.9,13.8,0.15,0.29,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202107,GR,contact_vuln,24,indication,200096,612,0.3,0.212,21.2,14.000000000000002,0.01,0.31,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202108,GR,contact_vuln,25,indication,200096,637,0.3,0.01,1,9.2,0.01,0.32,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202109,GR,contact_vuln,27,indication,200096,664,0.3,0.037,3.6999999999999997,8.7,0.01,0.33,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202110,GR,contact_vuln,257,indication,200096,921,0.5,0.118,11.799999999999999,9.4,0.13,0.46,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202111,GR,contact_vuln,328,indication,200096,1249,0.6,0.131,13.100000000000001,10.100000000000001,0.16,0.62,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202112,GR,contact_vuln,217,indication,200096,1466,0.7,0.196,19.6,10.9,0.11,0.73,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202113,GR,contact_vuln,119,indication,200096,1585,0.8,0.049,4.9,10,0.06,0.79,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202114,GR,contact_vuln,123,indication,200096,1708,0.9,0.054,5.4,9.4,0.06,0.85,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202115,GR,contact_vuln,182,indication,200096,1890,0.9,0.132,13.200000000000001,9.700000000000001,0.09,0.94,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202116,GR,contact_vuln,701,indication,200096,2591,1.3,0.221,22.1,11.4,0.35,1.29,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202117,GR,contact_vuln,179,indication,200096,2770,1.4,0.058,5.800000000000001,10.7,0.09,1.38,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202118,GR,contact_vuln,132,indication,200096,2902,1.5,0.048,4.8,10.2,0.07,1.45,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202119,GR,contact_vuln,657,indication,200096,3559,1.8,0.098,9.8,10.100000000000001,0.33,1.78,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202120,GR,contact_vuln,869,indication,200096,4428,2.2,0.17,17,11,0.43,2.21,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202121,GR,contact_vuln,660,indication,200096,5088,2.5,0.1,10,10.8,0.33,2.54,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202122,GR,contact_vuln,602,indication,200096,5690,2.8,0.107,10.7,10.8,0.3,2.84,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202123,GR,contact_vuln,391,indication,200096,6081,3,0.104,10.4,10.8,0.2,3.04,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202124,GR,contact_vuln,852,indication,200096,6933,3.5,0.124,12.4,11,0.43,3.46,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202125,GR,contact_vuln,697,indication,200096,7630,3.8,0.104,10.4,10.9,0.35,3.81,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202126,GR,contact_vuln,526,indication,200096,8156,4.1,0.097,9.700000000000001,10.8,0.26,4.08,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202127,GR,contact_vuln,997,indication,200096,9153,4.6,0.116,11.600000000000001,10.9,0.5,4.57,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202128,GR,contact_vuln,398,indication,200096,9551,4.8,0.1,10,10.9,0.2,4.77,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202129,GR,contact_vuln,690,indication,200096,10241,5.1,0.113,11.3,10.9,0.34,5.12,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202130,GR,contact_vuln,478,indication,200096,10719,5.4,0.102,10.2,10.9,0.24,5.36,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202131,GR,contact_vuln,68,indication,200096,10787,5.4,0.065,6.5,10.8,0.03,5.39,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202132,GR,contact_vuln,179,indication,200096,10966,5.5,0.087,8.7,10.8,0.09,5.48,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202133,GR,contact_vuln,117,indication,200096,11083,5.5,0.063,6.3,10.7,0.06,5.54,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202134,GR,contact_vuln,149,indication,200096,11232,5.6,0.076,7.6,10.6,0.07,5.61,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202135,GR,contact_vuln,114,indication,200096,11346,5.7,0.069,6.9,10.6,0.06,5.67,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202136,GR,contact_vuln,70,indication,200096,11416,5.7,0.04,4,10.5,0.03,5.71,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202137,GR,contact_vuln,71,indication,200096,11487,5.7,0.035,3.5000000000000004,10.4,0.04,5.74,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202138,GR,contact_vuln,103,indication,200096,11590,5.8,0.033,3.3000000000000003,10.2,0.05,5.79,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202139,GR,contact_vuln,95,indication,200096,11685,5.8,0.025,2.5,9.9,0.05,5.84,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202140,GR,contact_vuln,104,indication,200096,11789,5.9,0.027,2.7,9.700000000000001,0.05,5.89,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202141,GR,contact_vuln,115,indication,200096,11904,5.9,0.029,2.9000000000000004,9.5,0.06,5.95,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202142,GR,contact_vuln,75,indication,200096,11979,6,0.033,3.3000000000000003,9.4,0.04,5.99,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202143,GR,contact_vuln,59,indication,200096,12038,6,0.032,3.2,9.3,0.03,6.02,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202144,GR,contact_vuln,45,indication,200096,12083,6,0.039,3.9,9.2,0.02,6.04,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202145,GR,contact_vuln,50,indication,200096,12133,6.1,0.05,5,9.2,0.02,6.06,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202146,GR,contact_vuln,18,indication,200096,12151,6.1,0.027,2.7,9.2,0.01,6.07,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202052,GR,contact_comm,0,indication,200096,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202053,GR,contact_comm,0,indication,200096,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202101,GR,contact_comm,0,indication,200096,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202102,GR,contact_comm,0,indication,200096,0,0,NA,NA,0,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202103,GR,contact_comm,0,indication,200096,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202104,GR,contact_comm,0,indication,200096,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202105,GR,contact_comm,0,indication,200096,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202106,GR,contact_comm,1,indication,200096,1,0,0.001,0.1,0,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202107,GR,contact_comm,0,indication,200096,1,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202108,GR,contact_comm,0,indication,200096,1,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202109,GR,contact_comm,1,indication,200096,2,0,0.001,0.1,0,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202110,GR,contact_comm,0,indication,200096,2,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202111,GR,contact_comm,0,indication,200096,2,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202112,GR,contact_comm,0,indication,200096,2,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202113,GR,contact_comm,0,indication,200096,2,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202114,GR,contact_comm,1,indication,200096,3,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202115,GR,contact_comm,2,indication,200096,5,0,0.001,0.1,0,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202116,GR,contact_comm,0,indication,200096,5,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202117,GR,contact_comm,0,indication,200096,5,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202118,GR,contact_comm,1,indication,200096,6,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202119,GR,contact_comm,8,indication,200096,14,0,0.001,0.1,0,0,0.01,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202120,GR,contact_comm,1,indication,200096,15,0,0,0,0,0,0.01,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202121,GR,contact_comm,1,indication,200096,16,0,0,0,0,0,0.01,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202122,GR,contact_comm,0,indication,200096,16,0,0,0,0,0,0.01,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202123,GR,contact_comm,1,indication,200096,17,0,0,0,0,0,0.01,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202124,GR,contact_comm,2,indication,200096,19,0,0,0,0,0,0.01,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202125,GR,contact_comm,10,indication,200096,29,0,0.001,0.1,0,0,0.01,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202126,GR,contact_comm,10,indication,200096,39,0,0.002,0.2,0.1,0,0.02,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202127,GR,contact_comm,7,indication,200096,46,0,0.001,0.1,0.1,0,0.02,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202128,GR,contact_comm,6,indication,200096,52,0,0.002,0.2,0.1,0,0.03,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202129,GR,contact_comm,5,indication,200096,57,0,0.001,0.1,0.1,0,0.03,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202130,GR,contact_comm,1,indication,200096,58,0,0,0,0.1,0,0.03,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202131,GR,contact_comm,2,indication,200096,60,0,0.002,0.2,0.1,0,0.03,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202132,GR,contact_comm,1,indication,200096,61,0,0,0,0.1,0,0.03,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202133,GR,contact_comm,3,indication,200096,64,0,0.002,0.2,0.1,0,0.03,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202134,GR,contact_comm,1,indication,200096,65,0,0.001,0.1,0.1,0,0.03,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202135,GR,contact_comm,0,indication,200096,65,0,0,0,0.1,0,0.03,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202136,GR,contact_comm,0,indication,200096,65,0,0,0,0.1,0,0.03,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202137,GR,contact_comm,1,indication,200096,66,0,0,0,0.1,0,0.03,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202138,GR,contact_comm,0,indication,200096,66,0,0,0,0.1,0,0.03,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202139,GR,contact_comm,2,indication,200096,68,0,0.001,0.1,0.1,0,0.03,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202140,GR,contact_comm,3,indication,200096,71,0,0.001,0.1,0.1,0,0.04,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202141,GR,contact_comm,4,indication,200096,75,0,0.001,0.1,0.1,0,0.04,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202142,GR,contact_comm,2,indication,200096,77,0,0.001,0.1,0.1,0,0.04,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202143,GR,contact_comm,0,indication,200096,77,0,0,0,0.1,0,0.04,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202144,GR,contact_comm,6,indication,200096,83,0,0.005,0.5,0.1,0,0.04,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202145,GR,contact_comm,0,indication,200096,83,0,0,0,0.1,0,0.04,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202146,GR,contact_comm,1,indication,200096,84,0,0.001,0.1,0.1,0,0.04,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202052,GR,other,0,indication,200096,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202053,GR,other,0,indication,200096,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202101,GR,other,0,indication,200096,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202102,GR,other,0,indication,200096,0,0,NA,NA,0,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202103,GR,other,1,indication,200096,1,0,0.333,33.300000000000004,25,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202104,GR,other,0,indication,200096,1,0,0,0,0.2,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202105,GR,other,7,indication,200096,8,0,0.004,0.4,0.3,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202106,GR,other,9,indication,200096,17,0,0.005,0.5,0.4,0,0.01,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202107,GR,other,5,indication,200096,22,0,0.044,4.3999999999999995,0.5,0,0.01,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202108,GR,other,94,indication,200096,116,0.1,0.037,3.6999999999999997,1.7000000000000002,0.05,0.06,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202109,GR,other,19,indication,200096,135,0.1,0.026,2.6,1.7999999999999998,0.01,0.07,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202110,GR,other,56,indication,200096,191,0.1,0.026,2.6,1.9,0.03,0.1,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202111,GR,other,154,indication,200096,345,0.2,0.061,6.1,2.8000000000000003,0.08,0.17,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202112,GR,other,24,indication,200096,369,0.2,0.022,2.1999999999999997,2.7,0.01,0.18,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202113,GR,other,38,indication,200096,407,0.2,0.016,1.6,2.6,0.02,0.2,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202114,GR,other,77,indication,200096,484,0.2,0.034,3.4000000000000004,2.7,0.04,0.24,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202115,GR,other,52,indication,200096,536,0.3,0.038,3.8,2.7,0.03,0.27,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202116,GR,other,231,indication,200096,767,0.4,0.073,7.3,3.4000000000000004,0.12,0.38,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202117,GR,other,252,indication,200096,1019,0.5,0.082,8.200000000000001,4,0.13,0.51,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202118,GR,other,670,indication,200096,1689,0.8,0.242,24.2,5.8999999999999995,0.33,0.84,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202119,GR,other,2062,indication,200096,3751,1.9,0.309,30.9,10.7,1.03,1.87,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202120,GR,other,1863,indication,200096,5614,2.8,0.365,36.5,13.900000000000002,0.93,2.81,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202121,GR,other,3021,indication,200096,8635,4.3,0.457,45.7,18.4,1.51,4.32,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202122,GR,other,3174,indication,200096,11809,5.9,0.563,56.3,22.5,1.59,5.9,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202123,GR,other,2186,indication,200096,13995,7,0.582,58.199999999999996,24.8,1.09,6.99,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202124,GR,other,4605,indication,200096,18600,9.3,0.669,66.9,29.4,2.3,9.3,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202125,GR,other,4632,indication,200096,23232,11.6,0.692,69.19999999999999,33.2,2.31,11.61,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202126,GR,other,3545,indication,200096,26777,13.4,0.656,65.60000000000001,35.6,1.77,13.38,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202127,GR,other,6395,indication,200096,33172,16.6,0.747,74.7,39.6,3.2,16.58,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202128,GR,other,2940,indication,200096,36112,18,0.74,74,41.099999999999994,1.47,18.05,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202129,GR,other,4750,indication,200096,40862,20.4,0.779,77.9,43.5,2.37,20.42,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202130,GR,other,3614,indication,200096,44476,22.2,0.77,77,45.1,1.81,22.23,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202131,GR,other,708,indication,200096,45184,22.6,0.675,67.5,45.300000000000004,0.35,22.58,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202132,GR,other,1493,indication,200096,46677,23.3,0.729,72.89999999999999,45.9,0.75,23.33,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202133,GR,other,1353,indication,200096,48030,24,0.733,73.3,46.400000000000006,0.68,24,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202134,GR,other,1441,indication,200096,49471,24.7,0.739,73.9,46.9,0.72,24.72,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202135,GR,other,1276,indication,200096,50747,25.4,0.775,77.5,47.4,0.64,25.36,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202136,GR,other,1358,indication,200096,52105,26,0.767,76.7,47.8,0.68,26.04,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202137,GR,other,1618,indication,200096,53723,26.8,0.794,79.4,48.4,0.81,26.85,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202138,GR,other,2626,indication,200096,56349,28.2,0.84,84,49.4,1.31,28.16,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202139,GR,other,3252,indication,200096,59601,29.8,0.841,84.1,50.5,1.63,29.79,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202140,GR,other,3207,indication,200096,62808,31.4,0.844,84.39999999999999,51.6,1.6,31.39,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202141,GR,other,3135,indication,200096,65943,33,0.8,80,52.5,1.57,32.96,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202142,GR,other,1805,indication,200096,67748,33.9,0.787,78.7,52.900000000000006,0.9,33.86,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202143,GR,other,1389,indication,200096,69137,34.6,0.756,75.6,53.300000000000004,0.69,34.55,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202144,GR,other,882,indication,200096,70019,35,0.762,76.2,53.5,0.44,34.99,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202145,GR,other,765,indication,200096,70784,35.4,0.769,76.9,53.6,0.38,35.38,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202146,GR,other,458,indication,200096,71242,35.6,0.687,68.7,53.7,0.23,35.6,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202052,JU,age,0,indication,73709,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202053,JU,age,0,indication,73709,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202101,JU,age,0,indication,73709,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202102,JU,age,0,indication,73709,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202103,JU,age,0,indication,73709,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202104,JU,age,0,indication,73709,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
