date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202117,CHFL,male,182124,sex,4321967,1296353,4.21,29.99,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.469,46.9
202118,CHFL,male,213023,sex,4321967,1509376,4.93,34.92,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.471,47.099999999999994
202119,CHFL,male,228562,sex,4321967,1737938,5.29,40.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.487,48.699999999999996
202120,CHFL,male,278996,sex,4321967,2016934,6.46,46.67,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.489,48.9
202121,CHFL,male,277135,sex,4321967,2294069,6.41,53.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.498,49.8
202122,CHFL,male,317158,sex,4321967,2611227,7.34,60.42,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.499,49.9
202123,CHFL,male,328237,sex,4321967,2939464,7.59,68.01,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.509,50.9
202124,CHFL,male,311272,sex,4321967,3250736,7.2,75.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.516,51.6
202125,CHFL,male,271938,sex,4321967,3522674,6.29,81.51,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.524,52.400000000000006
202126,CHFL,male,234268,sex,4321967,3756942,5.42,86.93,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.521,52.1
202127,CHFL,male,216437,sex,4321967,3973379,5.01,91.93,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.522,52.2
202128,CHFL,male,192294,sex,4321967,4165673,4.45,96.38,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.525,52.5
202129,CHFL,male,155103,sex,4321967,4320776,3.59,99.97,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.526,52.6
202130,CHFL,male,96967,sex,4321967,4417743,2.24,102.22,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.518,51.800000000000004
202131,CHFL,male,70153,sex,4321967,4487896,1.62,103.84,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.514,51.4
202132,CHFL,male,68700,sex,4321967,4556596,1.59,105.43,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.508,50.8
202133,CHFL,male,73143,sex,4321967,4629739,1.69,107.12,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.507,50.7
202134,CHFL,male,80657,sex,4321967,4710396,1.87,108.99,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.503,50.3
202135,CHFL,male,78432,sex,4321967,4788828,1.81,110.8,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.504,50.4
202136,CHFL,male,98562,sex,4321967,4887390,2.28,113.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.512,51.2
202137,CHFL,male,114173,sex,4321967,5001563,2.64,115.72,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.515,51.5
202138,CHFL,male,99842,sex,4321967,5101405,2.31,118.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.511,51.1
202139,CHFL,male,83248,sex,4321967,5184653,1.93,119.96,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.505,50.5
202140,CHFL,male,84254,sex,4321967,5268907,1.95,121.91,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.514,51.4
202141,CHFL,male,88454,sex,4321967,5357361,2.05,123.96,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.523,52.300000000000004
202142,CHFL,male,73921,sex,4321967,5431282,1.71,125.67,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.521,52.1
202143,CHFL,male,51714,sex,4321967,5482996,1.2,126.86,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.516,51.6
202144,CHFL,male,39534,sex,4321967,5522530,0.91,127.78,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.52,52
202145,CHFL,male,63347,sex,4321967,5585877,1.47,129.24,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.509,50.9
202146,CHFL,male,113524,sex,4321967,5699401,2.63,131.87,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.49,49
202052,CHFL,female,730,sex,4387388,730,0.02,0.02,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.646,64.60000000000001
202053,CHFL,female,3073,sex,4387388,3803,0.07,0.09,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.584,58.4
202101,CHFL,female,21010,sex,4387388,24813,0.48,0.57,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.616,61.6
202102,CHFL,female,31680,sex,4387388,56493,0.72,1.29,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.572,57.199999999999996
202103,CHFL,female,56540,sex,4387388,113033,1.29,2.58,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.562,56.2
202104,CHFL,female,62115,sex,4387388,175148,1.42,3.99,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.555,55.50000000000001
202105,CHFL,female,57193,sex,4387388,232341,1.3,5.3,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.572,57.199999999999996
202106,CHFL,female,78359,sex,4387388,310700,1.79,7.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.585,58.5
202107,CHFL,female,73186,sex,4387388,383886,1.67,8.75,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.559,55.900000000000006
202108,CHFL,female,77700,sex,4387388,461586,1.77,10.52,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.561,56.10000000000001
202109,CHFL,female,85079,sex,4387388,546665,1.94,12.46,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.56,56.00000000000001
202110,CHFL,female,86241,sex,4387388,632906,1.97,14.43,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.567,56.699999999999996
202111,CHFL,female,86154,sex,4387388,719060,1.96,16.39,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.569,56.89999999999999
202112,CHFL,female,100436,sex,4387388,819496,2.29,18.68,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.55,55.00000000000001
202113,CHFL,female,96231,sex,4387388,915727,2.19,20.87,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.549,54.900000000000006
202114,CHFL,female,114669,sex,4387388,1030396,2.61,23.49,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.544,54.400000000000006
202115,CHFL,female,158835,sex,4387388,1189231,3.62,27.11,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.538,53.800000000000004
202116,CHFL,female,195761,sex,4387388,1384992,4.46,31.57,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.532,53.2
202117,CHFL,female,206293,sex,4387388,1591285,4.7,36.27,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.531,53.1
202118,CHFL,female,238714,sex,4387388,1829999,5.44,41.71,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.528,52.800000000000004
202119,CHFL,female,240407,sex,4387388,2070406,5.48,47.19,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.513,51.300000000000004
202120,CHFL,female,291974,sex,4387388,2362380,6.65,53.84,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.511,51.1
202121,CHFL,female,279393,sex,4387388,2641773,6.37,60.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.502,50.2
202122,CHFL,female,318368,sex,4387388,2960141,7.26,67.47,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.501,50.1
202123,CHFL,female,315807,sex,4387388,3275948,7.2,74.67,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.49,49
202124,CHFL,female,292172,sex,4387388,3568120,6.66,81.33,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.484,48.4
202125,CHFL,female,247029,sex,4387388,3815149,5.63,86.96,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.476,47.599999999999994
202126,CHFL,female,215161,sex,4387388,4030310,4.9,91.86,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.479,47.9
202127,CHFL,female,198053,sex,4387388,4228363,4.51,96.38,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.478,47.8
202128,CHFL,female,173670,sex,4387388,4402033,3.96,100.33,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.474,47.4
202129,CHFL,female,139360,sex,4387388,4541393,3.18,103.51,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.473,47.3
202130,CHFL,female,90067,sex,4387388,4631460,2.05,105.56,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.481,48.1
202131,CHFL,female,66398,sex,4387388,4697858,1.51,107.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.486,48.6
202132,CHFL,female,66496,sex,4387388,4764354,1.52,108.59,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.492,49.2
202133,CHFL,female,71146,sex,4387388,4835500,1.62,110.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.493,49.3
202134,CHFL,female,79757,sex,4387388,4915257,1.82,112.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.497,49.7
202135,CHFL,female,77211,sex,4387388,4992468,1.76,113.79,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.496,49.6
202136,CHFL,female,93730,sex,4387388,5086198,2.14,115.93,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.487,48.699999999999996
202137,CHFL,female,107226,sex,4387388,5193424,2.44,118.37,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.484,48.4
202138,CHFL,female,95276,sex,4387388,5288700,2.17,120.54,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.488,48.8
202139,CHFL,female,81459,sex,4387388,5370159,1.86,122.4,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.494,49.4
202140,CHFL,female,79406,sex,4387388,5449565,1.81,124.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.485,48.5
202141,CHFL,female,80620,sex,4387388,5530185,1.84,126.05,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.477,47.699999999999996
202142,CHFL,female,67857,sex,4387388,5598042,1.55,127.59,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.478,47.8
202143,CHFL,female,48440,sex,4387388,5646482,1.1,128.7,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.483,48.3
202144,CHFL,female,36440,sex,4387388,5682922,0.83,129.53,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.479,47.9
202145,CHFL,female,61090,sex,4387388,5744012,1.39,130.92,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.491,49.1
202146,CHFL,female,117947,sex,4387388,5861959,2.69,133.61,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.509,50.9
202052,CHFL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202053,CHFL,unknown,2,sex,NA,2,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202101,CHFL,unknown,2,sex,NA,4,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202102,CHFL,unknown,4,sex,NA,8,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202103,CHFL,unknown,11,sex,NA,19,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202104,CHFL,unknown,13,sex,NA,32,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202105,CHFL,unknown,8,sex,NA,40,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202106,CHFL,unknown,23,sex,NA,63,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202107,CHFL,unknown,19,sex,NA,82,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202108,CHFL,unknown,16,sex,NA,98,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202109,CHFL,unknown,17,sex,NA,115,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202110,CHFL,unknown,17,sex,NA,132,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202111,CHFL,unknown,67,sex,NA,199,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202112,CHFL,unknown,18,sex,NA,217,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202113,CHFL,unknown,18,sex,NA,235,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202114,CHFL,unknown,36,sex,NA,271,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202115,CHFL,unknown,89,sex,NA,360,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202116,CHFL,unknown,69,sex,NA,429,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202117,CHFL,unknown,77,sex,NA,506,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202118,CHFL,unknown,120,sex,NA,626,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202119,CHFL,unknown,101,sex,NA,727,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202120,CHFL,unknown,123,sex,NA,850,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202121,CHFL,unknown,157,sex,NA,1007,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202122,CHFL,unknown,190,sex,NA,1197,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202123,CHFL,unknown,199,sex,NA,1396,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202124,CHFL,unknown,244,sex,NA,1640,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202125,CHFL,unknown,238,sex,NA,1878,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202126,CHFL,unknown,174,sex,NA,2052,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202127,CHFL,unknown,169,sex,NA,2221,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202128,CHFL,unknown,192,sex,NA,2413,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.001,0.1
202129,CHFL,unknown,171,sex,NA,2584,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.001,0.1
202130,CHFL,unknown,113,sex,NA,2697,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.001,0.1
202131,CHFL,unknown,58,sex,NA,2755,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202132,CHFL,unknown,55,sex,NA,2810,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202133,CHFL,unknown,59,sex,NA,2869,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202134,CHFL,unknown,66,sex,NA,2935,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202135,CHFL,unknown,54,sex,NA,2989,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202136,CHFL,unknown,64,sex,NA,3053,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202137,CHFL,unknown,117,sex,NA,3170,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.001,0.1
202138,CHFL,unknown,88,sex,NA,3258,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202139,CHFL,unknown,57,sex,NA,3315,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202140,CHFL,unknown,114,sex,NA,3429,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.001,0.1
202141,CHFL,unknown,89,sex,NA,3518,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.001,0.1
202142,CHFL,unknown,55,sex,NA,3573,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202143,CHFL,unknown,56,sex,NA,3629,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.001,0.1
202144,CHFL,unknown,46,sex,NA,3675,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.001,0.1
202145,CHFL,unknown,52,sex,NA,3727,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202146,CHFL,unknown,68,sex,NA,3795,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202052,FL,male,0,sex,19368,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202053,FL,male,0,sex,19368,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202101,FL,male,5,sex,19368,5,0.03,0.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.833,83.3
202102,FL,male,3,sex,19368,8,0.02,0.04,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.6,60
202103,FL,male,94,sex,19368,102,0.49,0.53,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.283,28.299999999999997
202104,FL,male,137,sex,19368,239,0.71,1.23,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.275,27.500000000000004
202105,FL,male,3,sex,19368,242,0.02,1.25,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.6,60
202106,FL,male,93,sex,19368,335,0.48,1.73,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.284,28.4
202107,FL,male,257,sex,19368,592,1.33,3.06,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.401,40.1
202108,FL,male,296,sex,19368,888,1.53,4.58,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.377,37.7
202109,FL,male,239,sex,19368,1127,1.23,5.82,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.454,45.4
202110,FL,male,311,sex,19368,1438,1.61,7.42,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.478,47.8
202111,FL,male,250,sex,19368,1688,1.29,8.72,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.426,42.6
202112,FL,male,535,sex,19368,2223,2.76,11.48,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.476,47.599999999999994
202113,FL,male,472,sex,19368,2695,2.44,13.91,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.465,46.5
202114,FL,male,420,sex,19368,3115,2.17,16.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.462,46.2
202115,FL,male,755,sex,19368,3870,3.9,19.98,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.522,52.2
202116,FL,male,1348,sex,19368,5218,6.96,26.94,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.519,51.9
202117,FL,male,786,sex,19368,6004,4.06,31,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.51,51
202118,FL,male,637,sex,19368,6641,3.29,34.29,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.465,46.5
202119,FL,male,1034,sex,19368,7675,5.34,39.63,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.526,52.6
202120,FL,male,1427,sex,19368,9102,7.37,47,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.52,52
202121,FL,male,1132,sex,19368,10234,5.84,52.84,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.514,51.4
202122,FL,male,1367,sex,19368,11601,7.06,59.9,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.493,49.3
202123,FL,male,1480,sex,19368,13081,7.64,67.54,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.515,51.5
202124,FL,male,1471,sex,19368,14552,7.6,75.13,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.524,52.400000000000006
202125,FL,male,826,sex,19368,15378,4.26,79.4,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.511,51.1
202126,FL,male,1185,sex,19368,16563,6.12,85.52,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.521,52.1
202127,FL,male,1327,sex,19368,17890,6.85,92.37,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.507,50.7
202128,FL,male,1220,sex,19368,19110,6.3,98.67,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.524,52.400000000000006
202129,FL,male,338,sex,19368,19448,1.75,100.41,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.532,53.2
202130,FL,male,0,sex,19368,19448,0,100.41,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202131,FL,male,0,sex,19368,19448,0,100.41,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202132,FL,male,869,sex,19368,20317,4.49,104.9,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.506,50.6
202133,FL,male,622,sex,19368,20939,3.21,108.11,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.509,50.9
202134,FL,male,478,sex,19368,21417,2.47,110.58,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.481,48.1
202135,FL,male,0,sex,19368,21417,0,110.58,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202136,FL,male,230,sex,19368,21647,1.19,111.77,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.493,49.3
202137,FL,male,883,sex,19368,22530,4.56,116.33,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.503,50.3
202138,FL,male,684,sex,19368,23214,3.53,119.86,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.506,50.6
202139,FL,male,94,sex,19368,23308,0.49,120.34,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.537,53.7
202140,FL,male,93,sex,19368,23401,0.48,120.82,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.492,49.2
202141,FL,male,84,sex,19368,23485,0.43,121.26,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.512,51.2
202142,FL,male,529,sex,19368,24014,2.73,123.99,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.505,50.5
202143,FL,male,239,sex,19368,24253,1.23,125.22,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.548,54.800000000000004
202144,FL,male,208,sex,19368,24461,1.07,126.3,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.514,51.4
202145,FL,male,175,sex,19368,24636,0.9,127.2,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.524,52.400000000000006
202146,FL,male,123,sex,19368,24759,0.64,127.83,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.335,33.5
202052,FL,female,0,sex,19687,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202053,FL,female,0,sex,19687,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202101,FL,female,1,sex,19687,1,0.01,0.01,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.167,16.7
202102,FL,female,2,sex,19687,3,0.01,0.02,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.4,40
202103,FL,female,238,sex,19687,241,1.21,1.22,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.717,71.7
202104,FL,female,361,sex,19687,602,1.83,3.06,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.725,72.5
202105,FL,female,2,sex,19687,604,0.01,3.07,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.4,40
202106,FL,female,235,sex,19687,839,1.19,4.26,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.716,71.6
202107,FL,female,384,sex,19687,1223,1.95,6.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.599,59.9
202108,FL,female,490,sex,19687,1713,2.49,8.7,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.623,62.3
202109,FL,female,288,sex,19687,2001,1.46,10.16,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.546,54.6
202110,FL,female,340,sex,19687,2341,1.73,11.89,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.522,52.2
202111,FL,female,337,sex,19687,2678,1.71,13.6,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.574,57.4
202112,FL,female,589,sex,19687,3267,2.99,16.59,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.524,52.400000000000006
202113,FL,female,542,sex,19687,3809,2.75,19.35,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.535,53.5
202114,FL,female,490,sex,19687,4299,2.49,21.84,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.538,53.800000000000004
202115,FL,female,691,sex,19687,4990,3.51,25.35,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.478,47.8
202116,FL,female,1249,sex,19687,6239,6.34,31.69,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.481,48.1
202117,FL,female,755,sex,19687,6994,3.84,35.53,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.49,49
202118,FL,female,734,sex,19687,7728,3.73,39.25,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.535,53.5
202119,FL,female,930,sex,19687,8658,4.72,43.98,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.474,47.4
202120,FL,female,1318,sex,19687,9976,6.69,50.67,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.48,48
202121,FL,female,1071,sex,19687,11047,5.44,56.11,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.486,48.6
202122,FL,female,1406,sex,19687,12453,7.14,63.25,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.507,50.7
202123,FL,female,1394,sex,19687,13847,7.08,70.34,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.485,48.5
202124,FL,female,1337,sex,19687,15184,6.79,77.13,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.476,47.599999999999994
202125,FL,female,791,sex,19687,15975,4.02,81.14,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.489,48.9
202126,FL,female,1090,sex,19687,17065,5.54,86.68,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.479,47.9
