date,geoRegion,location,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202128,CHFL,vaccination_centre,300455,location,8709355,6161426,NA,0.821,82.1,71.89999999999999,3.45,70.74,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202129,CHFL,vaccination_centre,250531,location,8709355,6411957,NA,0.85,85,72.3,2.88,73.62,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202130,CHFL,vaccination_centre,157159,location,8709355,6569116,NA,0.84,84,72.6,1.8,75.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202131,CHFL,vaccination_centre,113662,location,8709355,6682778,NA,0.832,83.2,72.7,1.31,76.73,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202132,CHFL,vaccination_centre,110236,location,8709355,6793014,NA,0.816,81.6,72.89999999999999,1.27,78,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202133,CHFL,vaccination_centre,117815,location,8709355,6910829,NA,0.817,81.69999999999999,73,1.35,79.35,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202134,CHFL,vaccination_centre,130657,location,8709355,7041486,NA,0.814,81.39999999999999,73.1,1.5,80.85,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202135,CHFL,vaccination_centre,120167,location,8709355,7161653,NA,0.772,77.2,73.2,1.38,82.23,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202136,CHFL,vaccination_centre,147586,location,8709355,7309239,NA,0.768,76.8,73.3,1.69,83.92,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202137,CHFL,vaccination_centre,163035,location,8709355,7472274,NA,0.736,73.6,73.3,1.87,85.8,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202138,CHFL,vaccination_centre,141515,location,8709355,7613789,NA,0.725,72.5,73.3,1.62,87.42,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202139,CHFL,vaccination_centre,118563,location,8709355,7732352,NA,0.72,72,73.2,1.36,88.78,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202140,CHFL,vaccination_centre,119580,location,8709355,7851932,NA,0.731,73.1,73.2,1.37,90.16,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202141,CHFL,vaccination_centre,122489,location,8709355,7974421,NA,0.725,72.5,73.2,1.41,91.56,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202142,CHFL,vaccination_centre,101206,location,8709355,8075627,NA,0.716,71.6,73.2,1.16,92.72,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202143,CHFL,vaccination_centre,69199,location,8709355,8144826,NA,0.693,69.3,73.2,0.79,93.52,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202144,CHFL,vaccination_centre,50593,location,8709355,8195419,NA,0.671,67.10000000000001,73.1,0.58,94.1,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202052,CHFL,nursing_home,100,location,8709355,100,NA,0.088,8.799999999999999,8.799999999999999,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202053,CHFL,nursing_home,1205,location,8709355,1305,NA,0.229,22.900000000000002,20.4,0.01,0.01,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202101,CHFL,nursing_home,9716,location,8709355,11021,NA,0.285,28.499999999999996,27.200000000000003,0.11,0.13,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202102,CHFL,nursing_home,7933,location,8709355,18954,NA,0.143,14.299999999999999,19.8,0.09,0.22,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202103,CHFL,nursing_home,13897,location,8709355,32851,NA,0.138,13.8,16.7,0.16,0.38,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202104,CHFL,nursing_home,15453,location,8709355,48304,NA,0.138,13.8,15.7,0.18,0.55,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202105,CHFL,nursing_home,17731,location,8709355,66035,NA,0.177,17.7,16.2,0.2,0.76,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202106,CHFL,nursing_home,33029,location,8709355,99064,NA,0.247,24.7,18.3,0.38,1.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202107,CHFL,nursing_home,15146,location,8709355,114210,NA,0.116,11.600000000000001,17,0.17,1.31,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202108,CHFL,nursing_home,14797,location,8709355,129007,NA,0.107,10.7,15.9,0.17,1.48,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202109,CHFL,nursing_home,18715,location,8709355,147722,NA,0.123,12.3,15.299999999999999,0.21,1.7,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202110,CHFL,nursing_home,13611,location,8709355,161333,NA,0.089,8.9,14.499999999999998,0.16,1.85,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202111,CHFL,nursing_home,26523,location,8709355,187856,NA,0.175,17.5,14.799999999999999,0.3,2.16,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202112,CHFL,nursing_home,10098,location,8709355,197954,NA,0.055,5.5,13.700000000000001,0.12,2.27,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202113,CHFL,nursing_home,4371,location,8709355,202325,NA,0.025,2.5,12.5,0.05,2.32,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202114,CHFL,nursing_home,6654,location,8709355,208979,NA,0.032,3.2,11.4,0.08,2.4,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202115,CHFL,nursing_home,8516,location,8709355,217495,NA,0.029,2.9000000000000004,10.2,0.1,2.5,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202116,CHFL,nursing_home,7649,location,8709355,225144,NA,0.021,2.1,9,0.09,2.59,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202117,CHFL,nursing_home,5194,location,8709355,230338,NA,0.013,1.3,8,0.06,2.64,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202118,CHFL,nursing_home,4731,location,8709355,235069,NA,0.01,1,7.000000000000001,0.05,2.7,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202119,CHFL,nursing_home,3356,location,8709355,238425,NA,0.007,0.7000000000000001,6.3,0.04,2.74,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202120,CHFL,nursing_home,5599,location,8709355,244024,NA,0.01,1,5.6000000000000005,0.06,2.8,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202121,CHFL,nursing_home,5292,location,8709355,249316,NA,0.01,1,5.1,0.06,2.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202122,CHFL,nursing_home,5005,location,8709355,254321,NA,0.008,0.8,4.6,0.06,2.92,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202123,CHFL,nursing_home,2917,location,8709355,257238,NA,0.005,0.5,4.1000000000000005,0.03,2.95,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202124,CHFL,nursing_home,2195,location,8709355,259433,NA,0.004,0.4,3.8,0.03,2.98,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202125,CHFL,nursing_home,1125,location,8709355,260558,NA,0.002,0.2,3.5999999999999996,0.01,2.99,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202126,CHFL,nursing_home,2167,location,8709355,262725,NA,0.005,0.5,3.4000000000000004,0.02,3.02,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202127,CHFL,nursing_home,2157,location,8709355,264882,NA,0.005,0.5,3.2,0.02,3.04,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202128,CHFL,nursing_home,543,location,8709355,265425,NA,0.001,0.1,3.1,0.01,3.05,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202129,CHFL,nursing_home,458,location,8709355,265883,NA,0.002,0.2,3,0.01,3.05,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202130,CHFL,nursing_home,206,location,8709355,266089,NA,0.001,0.1,2.9000000000000004,0,3.06,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202131,CHFL,nursing_home,378,location,8709355,266467,NA,0.003,0.3,2.9000000000000004,0,3.06,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202132,CHFL,nursing_home,253,location,8709355,266720,NA,0.002,0.2,2.9000000000000004,0,3.06,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202133,CHFL,nursing_home,327,location,8709355,267047,NA,0.002,0.2,2.8000000000000003,0,3.07,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202134,CHFL,nursing_home,430,location,8709355,267477,NA,0.003,0.3,2.8000000000000003,0,3.07,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202135,CHFL,nursing_home,505,location,8709355,267982,NA,0.003,0.3,2.7,0.01,3.08,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202136,CHFL,nursing_home,1095,location,8709355,269077,NA,0.006,0.6,2.7,0.01,3.09,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202137,CHFL,nursing_home,1453,location,8709355,270530,NA,0.007,0.7000000000000001,2.7,0.02,3.11,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202138,CHFL,nursing_home,1485,location,8709355,272015,NA,0.008,0.8,2.6,0.02,3.12,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202139,CHFL,nursing_home,795,location,8709355,272810,NA,0.005,0.5,2.6,0.01,3.13,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202140,CHFL,nursing_home,993,location,8709355,273803,NA,0.006,0.6,2.6,0.01,3.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202141,CHFL,nursing_home,1167,location,8709355,274970,NA,0.007,0.7000000000000001,2.5,0.01,3.16,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202142,CHFL,nursing_home,952,location,8709355,275922,NA,0.007,0.7000000000000001,2.5,0.01,3.17,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202143,CHFL,nursing_home,883,location,8709355,276805,NA,0.009,0.8999999999999999,2.5,0.01,3.18,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202144,CHFL,nursing_home,305,location,8709355,277110,NA,0.004,0.4,2.5,0,3.18,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202052,CHFL,medical_practice,120,location,8709355,120,NA,0.106,10.6,10.6,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202053,CHFL,medical_practice,124,location,8709355,244,NA,0.024,2.4,3.8,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202101,CHFL,medical_practice,3583,location,8709355,3827,NA,0.105,10.5,9.5,0.04,0.04,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202102,CHFL,medical_practice,7043,location,8709355,10870,NA,0.127,12.7,11.3,0.08,0.12,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202103,CHFL,medical_practice,18044,location,8709355,28914,NA,0.179,17.9,14.7,0.21,0.33,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202104,CHFL,medical_practice,29751,location,8709355,58665,NA,0.266,26.6,19,0.34,0.67,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202105,CHFL,medical_practice,21225,location,8709355,79890,NA,0.212,21.2,19.6,0.24,0.92,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202106,CHFL,medical_practice,17733,location,8709355,97623,NA,0.132,13.200000000000001,18,0.2,1.12,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202107,CHFL,medical_practice,22399,location,8709355,120022,NA,0.171,17.1,17.8,0.26,1.38,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202108,CHFL,medical_practice,28150,location,8709355,148172,NA,0.203,20.3,18.3,0.32,1.7,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202109,CHFL,medical_practice,33133,location,8709355,181305,NA,0.218,21.8,18.8,0.38,2.08,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202110,CHFL,medical_practice,35334,location,8709355,216639,NA,0.232,23.200000000000003,19.400000000000002,0.41,2.49,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202111,CHFL,medical_practice,23366,location,8709355,240005,NA,0.154,15.4,18.9,0.27,2.76,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202112,CHFL,medical_practice,40159,location,8709355,280164,NA,0.22,22,19.3,0.46,3.22,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202113,CHFL,medical_practice,38957,location,8709355,319121,NA,0.222,22.2,19.6,0.45,3.66,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202114,CHFL,medical_practice,39214,location,8709355,358335,NA,0.186,18.6,19.5,0.45,4.11,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202115,CHFL,medical_practice,62449,location,8709355,420784,NA,0.211,21.099999999999998,19.7,0.72,4.83,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202116,CHFL,medical_practice,80385,location,8709355,501169,NA,0.219,21.9,20.1,0.92,5.75,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202117,CHFL,medical_practice,88481,location,8709355,589650,NA,0.228,22.8,20.4,1.02,6.77,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202118,CHFL,medical_practice,95058,location,8709355,684708,NA,0.21,21,20.5,1.09,7.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202119,CHFL,medical_practice,85947,location,8709355,770655,NA,0.183,18.3,20.200000000000003,0.99,8.85,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202120,CHFL,medical_practice,118292,location,8709355,888947,NA,0.207,20.7,20.3,1.36,10.21,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202121,CHFL,medical_practice,108659,location,8709355,997606,NA,0.195,19.5,20.200000000000003,1.25,11.45,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202122,CHFL,medical_practice,110563,location,8709355,1108169,NA,0.174,17.4,19.900000000000002,1.27,12.72,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202123,CHFL,medical_practice,104138,location,8709355,1212307,NA,0.162,16.2,19.5,1.2,13.92,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202124,CHFL,medical_practice,91166,location,8709355,1303473,NA,0.151,15.1,19.1,1.05,14.97,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202125,CHFL,medical_practice,67793,location,8709355,1371266,NA,0.131,13.100000000000001,18.7,0.78,15.74,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202126,CHFL,medical_practice,57652,location,8709355,1428918,NA,0.128,12.8,18.3,0.66,16.41,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202127,CHFL,medical_practice,48381,location,8709355,1477299,NA,0.117,11.700000000000001,18,0.56,16.96,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202128,CHFL,medical_practice,39140,location,8709355,1516439,NA,0.107,10.7,17.7,0.45,17.41,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202129,CHFL,medical_practice,22585,location,8709355,1539024,NA,0.077,7.7,17.4,0.26,17.67,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202130,CHFL,medical_practice,12753,location,8709355,1551777,NA,0.068,6.800000000000001,17.1,0.15,17.82,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202131,CHFL,medical_practice,8827,location,8709355,1560604,NA,0.065,6.5,17,0.1,17.92,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202132,CHFL,medical_practice,9511,location,8709355,1570115,NA,0.07,7.000000000000001,16.8,0.11,18.03,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202133,CHFL,medical_practice,9169,location,8709355,1579284,NA,0.064,6.4,16.7,0.11,18.13,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202134,CHFL,medical_practice,9621,location,8709355,1588905,NA,0.06,6,16.5,0.11,18.24,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202135,CHFL,medical_practice,12023,location,8709355,1600928,NA,0.077,7.7,16.400000000000002,0.14,18.38,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202136,CHFL,medical_practice,15766,location,8709355,1616694,NA,0.082,8.200000000000001,16.2,0.18,18.56,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202137,CHFL,medical_practice,22939,location,8709355,1639633,NA,0.104,10.4,16.1,0.26,18.83,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202138,CHFL,medical_practice,23244,location,8709355,1662877,NA,0.119,11.899999999999999,16,0.27,19.09,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202139,CHFL,medical_practice,16277,location,8709355,1679154,NA,0.099,9.9,15.9,0.19,19.28,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202140,CHFL,medical_practice,17582,location,8709355,1696736,NA,0.108,10.8,15.8,0.2,19.48,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202141,CHFL,medical_practice,18796,location,8709355,1715532,NA,0.111,11.1,15.8,0.22,19.7,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202142,CHFL,medical_practice,18357,location,8709355,1733889,NA,0.13,13,15.7,0.21,19.91,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202143,CHFL,medical_practice,13329,location,8709355,1747218,NA,0.134,13.4,15.7,0.15,20.06,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202144,CHFL,medical_practice,11240,location,8709355,1758458,NA,0.149,14.899999999999999,15.7,0.13,20.19,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202052,CHFL,pharmacy,0,location,8709355,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202053,CHFL,pharmacy,0,location,8709355,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202101,CHFL,pharmacy,1,location,8709355,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202102,CHFL,pharmacy,0,location,8709355,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202103,CHFL,pharmacy,2,location,8709355,3,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202104,CHFL,pharmacy,1,location,8709355,4,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202105,CHFL,pharmacy,1,location,8709355,5,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202106,CHFL,pharmacy,8,location,8709355,13,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202107,CHFL,pharmacy,11,location,8709355,24,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202108,CHFL,pharmacy,3,location,8709355,27,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202109,CHFL,pharmacy,3,location,8709355,30,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202110,CHFL,pharmacy,12,location,8709355,42,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202111,CHFL,pharmacy,10,location,8709355,52,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202112,CHFL,pharmacy,10,location,8709355,62,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202113,CHFL,pharmacy,4,location,8709355,66,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202114,CHFL,pharmacy,18,location,8709355,84,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202115,CHFL,pharmacy,228,location,8709355,312,NA,0.001,0.1,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202116,CHFL,pharmacy,1083,location,8709355,1395,NA,0.003,0.3,0.1,0.01,0.02,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202117,CHFL,pharmacy,2910,location,8709355,4305,NA,0.007,0.7000000000000001,0.1,0.03,0.05,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202118,CHFL,pharmacy,6763,location,8709355,11068,NA,0.015,1.5,0.3,0.08,0.13,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202119,CHFL,pharmacy,12127,location,8709355,23195,NA,0.026,2.6,0.6,0.14,0.27,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202120,CHFL,pharmacy,18419,location,8709355,41614,NA,0.032,3.2,1,0.21,0.48,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202121,CHFL,pharmacy,19105,location,8709355,60719,NA,0.034,3.4000000000000004,1.2,0.22,0.7,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202122,CHFL,pharmacy,21964,location,8709355,82683,NA,0.035,3.5000000000000004,1.5,0.25,0.95,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202123,CHFL,pharmacy,28822,location,8709355,111505,NA,0.045,4.5,1.7999999999999998,0.33,1.28,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202124,CHFL,pharmacy,28846,location,8709355,140351,NA,0.048,4.8,2.1,0.33,1.61,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202125,CHFL,pharmacy,26912,location,8709355,167263,NA,0.052,5.2,2.3,0.31,1.92,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202126,CHFL,pharmacy,24625,location,8709355,191888,NA,0.055,5.5,2.5,0.28,2.2,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202127,CHFL,pharmacy,23107,location,8709355,214995,NA,0.056,5.6000000000000005,2.6,0.27,2.47,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202128,CHFL,pharmacy,19352,location,8709355,234347,NA,0.053,5.3,2.7,0.22,2.69,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202129,CHFL,pharmacy,15659,location,8709355,250006,NA,0.053,5.3,2.8000000000000003,0.18,2.87,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202130,CHFL,pharmacy,12760,location,8709355,262766,NA,0.068,6.800000000000001,2.9000000000000004,0.15,3.02,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202131,CHFL,pharmacy,10307,location,8709355,273073,NA,0.075,7.5,3,0.12,3.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202132,CHFL,pharmacy,10961,location,8709355,284034,NA,0.081,8.1,3,0.13,3.26,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202133,CHFL,pharmacy,12143,location,8709355,296177,NA,0.084,8.4,3.1,0.14,3.4,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202134,CHFL,pharmacy,12518,location,8709355,308695,NA,0.078,7.8,3.2,0.14,3.54,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202135,CHFL,pharmacy,13825,location,8709355,322520,NA,0.089,8.9,3.3000000000000003,0.16,3.7,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202136,CHFL,pharmacy,15809,location,8709355,338329,NA,0.082,8.200000000000001,3.4000000000000004,0.18,3.88,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202137,CHFL,pharmacy,20074,location,8709355,358403,NA,0.091,9.1,3.5000000000000004,0.23,4.12,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202138,CHFL,pharmacy,18381,location,8709355,376784,NA,0.094,9.4,3.5999999999999996,0.21,4.33,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202139,CHFL,pharmacy,18991,location,8709355,395775,NA,0.115,11.5,3.6999999999999997,0.22,4.54,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202140,CHFL,pharmacy,16446,location,8709355,412221,NA,0.101,10.100000000000001,3.8,0.19,4.73,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202141,CHFL,pharmacy,17389,location,8709355,429610,NA,0.103,10.299999999999999,3.9,0.2,4.93,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202142,CHFL,pharmacy,15136,location,8709355,444746,NA,0.107,10.7,4,0.17,5.11,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202143,CHFL,pharmacy,11998,location,8709355,456744,NA,0.12,12,4.1000000000000005,0.14,5.24,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202144,CHFL,pharmacy,8960,location,8709355,465704,NA,0.119,11.899999999999999,4.2,0.1,5.35,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202052,CHFL,hospital,18,location,8709355,18,NA,0.016,1.6,1.6,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202053,CHFL,hospital,387,location,8709355,405,NA,0.074,7.3999999999999995,6.3,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202101,CHFL,hospital,2696,location,8709355,3101,NA,0.079,7.9,7.7,0.03,0.04,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202102,CHFL,hospital,5138,location,8709355,8239,NA,0.093,9.3,8.6,0.06,0.09,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202103,CHFL,hospital,9351,location,8709355,17590,NA,0.093,9.3,9,0.11,0.2,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202104,CHFL,hospital,5137,location,8709355,22727,NA,0.046,4.6,7.3999999999999995,0.06,0.26,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202105,CHFL,hospital,3879,location,8709355,26606,NA,0.039,3.9,6.5,0.04,0.31,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202106,CHFL,hospital,8622,location,8709355,35228,NA,0.064,6.4,6.5,0.1,0.4,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202107,CHFL,hospital,7438,location,8709355,42666,NA,0.057,5.7,6.3,0.09,0.49,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202108,CHFL,hospital,3784,location,8709355,46450,NA,0.027,2.7,5.7,0.04,0.53,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202109,CHFL,hospital,6035,location,8709355,52485,NA,0.04,4,5.4,0.07,0.6,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202110,CHFL,hospital,12565,location,8709355,65050,NA,0.083,8.3,5.800000000000001,0.14,0.75,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202111,CHFL,hospital,12537,location,8709355,77587,NA,0.083,8.3,6.1,0.14,0.89,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202112,CHFL,hospital,11152,location,8709355,88739,NA,0.061,6.1,6.1,0.13,1.02,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202113,CHFL,hospital,9389,location,8709355,98128,NA,0.054,5.4,6,0.11,1.13,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202114,CHFL,hospital,14257,location,8709355,112385,NA,0.068,6.800000000000001,6.1,0.16,1.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
