date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202121,SH,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202122,SH,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202123,SH,unknown,1,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202124,SH,unknown,0,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202125,SH,unknown,1,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.001,0.1
202126,SH,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202127,SH,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202128,SH,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202129,SH,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202130,SH,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202131,SH,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202132,SH,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202133,SH,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202134,SH,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202135,SH,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202136,SH,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202137,SH,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202138,SH,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202139,SH,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202140,SH,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202141,SH,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202142,SH,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202143,SH,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202144,SH,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202052,SO,male,0,sex,138626,0,0,0,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,NA,NA
202053,SO,male,32,sex,138626,32,0.02,0.02,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.213,21.3
202101,SO,male,1410,sex,138626,1442,1.02,1.04,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.396,39.6
202102,SO,male,1570,sex,138626,3012,1.13,2.17,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.391,39.1
202103,SO,male,1921,sex,138626,4933,1.39,3.56,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.483,48.3
202104,SO,male,1090,sex,138626,6023,0.79,4.34,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.48,48
202105,SO,male,401,sex,138626,6424,0.29,4.63,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.472,47.199999999999996
202106,SO,male,883,sex,138626,7307,0.64,5.27,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.479,47.9
202107,SO,male,511,sex,138626,7818,0.37,5.64,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.457,45.7
202108,SO,male,223,sex,138626,8041,0.16,5.8,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.374,37.4
202109,SO,male,1212,sex,138626,9253,0.87,6.67,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.408,40.8
202110,SO,male,910,sex,138626,10163,0.66,7.33,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.427,42.699999999999996
202111,SO,male,1151,sex,138626,11314,0.83,8.16,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.437,43.7
202112,SO,male,3048,sex,138626,14362,2.2,10.36,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.445,44.5
202113,SO,male,422,sex,138626,14784,0.3,10.66,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.289,28.9
202114,SO,male,1353,sex,138626,16137,0.98,11.64,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.465,46.5
202115,SO,male,3949,sex,138626,20086,2.85,14.49,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.477,47.699999999999996
202116,SO,male,2498,sex,138626,22584,1.8,16.29,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.476,47.599999999999994
202117,SO,male,4225,sex,138626,26809,3.05,19.34,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.49,49
202118,SO,male,4719,sex,138626,31528,3.4,22.74,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.477,47.699999999999996
202119,SO,male,3056,sex,138626,34584,2.2,24.95,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.477,47.699999999999996
202120,SO,male,5024,sex,138626,39608,3.62,28.57,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.453,45.300000000000004
202121,SO,male,4362,sex,138626,43970,3.15,31.72,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.522,52.2
202122,SO,male,5403,sex,138626,49373,3.9,35.62,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.526,52.6
202123,SO,male,8371,sex,138626,57744,6.04,41.65,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.537,53.7
202124,SO,male,6067,sex,138626,63811,4.38,46.03,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.551,55.1
202125,SO,male,4156,sex,138626,67967,3,49.03,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.533,53.300000000000004
202126,SO,male,751,sex,138626,68718,0.54,49.57,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.547,54.7
202127,SO,male,1098,sex,138626,69816,0.79,50.36,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.503,50.3
202128,SO,male,1291,sex,138626,71107,0.93,51.29,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.529,52.900000000000006
202129,SO,male,1307,sex,138626,72414,0.94,52.24,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.519,51.9
202130,SO,male,355,sex,138626,72769,0.26,52.49,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.517,51.7
202131,SO,male,824,sex,138626,73593,0.59,53.09,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.517,51.7
202132,SO,male,971,sex,138626,74564,0.7,53.79,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.52,52
202133,SO,male,1461,sex,138626,76025,1.05,54.84,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.522,52.2
202134,SO,male,1366,sex,138626,77391,0.99,55.83,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.497,49.7
202135,SO,male,1746,sex,138626,79137,1.26,57.09,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.503,50.3
202136,SO,male,3324,sex,138626,82461,2.4,59.48,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.528,52.800000000000004
202137,SO,male,2816,sex,138626,85277,2.03,61.52,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.531,53.1
202138,SO,male,1927,sex,138626,87204,1.39,62.91,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.536,53.6
202139,SO,male,1231,sex,138626,88435,0.89,63.79,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.516,51.6
202140,SO,male,677,sex,138626,89112,0.49,64.28,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.508,50.8
202141,SO,male,676,sex,138626,89788,0.49,64.77,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.504,50.4
202142,SO,male,564,sex,138626,90352,0.41,65.18,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.534,53.400000000000006
202143,SO,male,455,sex,138626,90807,0.33,65.51,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.509,50.9
202144,SO,male,402,sex,138626,91209,0.29,65.8,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.524,52.400000000000006
202052,SO,female,0,sex,138836,0,0,0,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,NA,NA
202053,SO,female,118,sex,138836,118,0.08,0.08,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.787,78.7
202101,SO,female,2151,sex,138836,2269,1.55,1.63,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.604,60.4
202102,SO,female,2447,sex,138836,4716,1.76,3.4,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.609,60.9
202103,SO,female,2058,sex,138836,6774,1.48,4.88,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.517,51.7
202104,SO,female,1179,sex,138836,7953,0.85,5.73,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.52,52
202105,SO,female,449,sex,138836,8402,0.32,6.05,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.528,52.800000000000004
202106,SO,female,961,sex,138836,9363,0.69,6.74,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.521,52.1
202107,SO,female,607,sex,138836,9970,0.44,7.18,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.543,54.300000000000004
202108,SO,female,374,sex,138836,10344,0.27,7.45,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.626,62.6
202109,SO,female,1756,sex,138836,12100,1.26,8.72,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.592,59.199999999999996
202110,SO,female,1221,sex,138836,13321,0.88,9.59,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.573,57.3
202111,SO,female,1484,sex,138836,14805,1.07,10.66,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.563,56.3
202112,SO,female,3795,sex,138836,18600,2.73,13.4,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.555,55.50000000000001
202113,SO,female,1038,sex,138836,19638,0.75,14.14,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.711,71.1
202114,SO,female,1554,sex,138836,21192,1.12,15.26,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.535,53.5
202115,SO,female,4324,sex,138836,25516,3.11,18.38,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.523,52.300000000000004
202116,SO,female,2746,sex,138836,28262,1.98,20.36,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.524,52.400000000000006
202117,SO,female,4404,sex,138836,32666,3.17,23.53,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.51,51
202118,SO,female,5172,sex,138836,37838,3.73,27.25,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.523,52.300000000000004
202119,SO,female,3344,sex,138836,41182,2.41,29.66,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.522,52.2
202120,SO,female,6066,sex,138836,47248,4.37,34.03,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.547,54.7
202121,SO,female,3991,sex,138836,51239,2.87,36.91,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.478,47.8
202122,SO,female,4877,sex,138836,56116,3.51,40.42,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.474,47.4
202123,SO,female,7203,sex,138836,63319,5.19,45.61,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.462,46.2
202124,SO,female,4942,sex,138836,68261,3.56,49.17,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.449,44.9
202125,SO,female,3635,sex,138836,71896,2.62,51.78,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.467,46.7
202126,SO,female,622,sex,138836,72518,0.45,52.23,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.453,45.300000000000004
202127,SO,female,1084,sex,138836,73602,0.78,53.01,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.497,49.7
202128,SO,female,1150,sex,138836,74752,0.83,53.84,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.471,47.099999999999994
202129,SO,female,1210,sex,138836,75962,0.87,54.71,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.481,48.1
202130,SO,female,328,sex,138836,76290,0.24,54.95,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.478,47.8
202131,SO,female,769,sex,138836,77059,0.55,55.5,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.483,48.3
202132,SO,female,895,sex,138836,77954,0.64,56.15,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.479,47.9
202133,SO,female,1336,sex,138836,79290,0.96,57.11,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.477,47.699999999999996
202134,SO,female,1383,sex,138836,80673,1,58.11,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.503,50.3
202135,SO,female,1724,sex,138836,82397,1.24,59.35,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.497,49.7
202136,SO,female,2974,sex,138836,85371,2.14,61.49,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.472,47.199999999999996
202137,SO,female,2487,sex,138836,87858,1.79,63.28,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.469,46.9
202138,SO,female,1667,sex,138836,89525,1.2,64.48,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.464,46.400000000000006
202139,SO,female,1151,sex,138836,90676,0.83,65.31,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.483,48.3
202140,SO,female,654,sex,138836,91330,0.47,65.78,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.491,49.1
202141,SO,female,663,sex,138836,91993,0.48,66.26,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.494,49.4
202142,SO,female,491,sex,138836,92484,0.35,66.61,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.465,46.5
202143,SO,female,439,sex,138836,92923,0.32,66.93,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.491,49.1
202144,SO,female,365,sex,138836,93288,0.26,67.19,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.476,47.599999999999994
202052,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,NA,NA
202053,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202101,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202102,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202103,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202104,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202105,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202106,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202107,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202108,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202109,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202110,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202111,SO,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202112,SO,unknown,1,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202113,SO,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202114,SO,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202115,SO,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202116,SO,unknown,1,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202117,SO,unknown,0,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202118,SO,unknown,1,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202119,SO,unknown,2,sex,NA,5,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202120,SO,unknown,0,sex,NA,5,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202121,SO,unknown,2,sex,NA,7,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202122,SO,unknown,0,sex,NA,7,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202123,SO,unknown,1,sex,NA,8,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202124,SO,unknown,0,sex,NA,8,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202125,SO,unknown,0,sex,NA,8,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202126,SO,unknown,0,sex,NA,8,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202127,SO,unknown,0,sex,NA,8,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202128,SO,unknown,0,sex,NA,8,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202129,SO,unknown,0,sex,NA,8,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202130,SO,unknown,3,sex,NA,11,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.004,0.4
202131,SO,unknown,0,sex,NA,11,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202132,SO,unknown,1,sex,NA,12,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.001,0.1
202133,SO,unknown,4,sex,NA,16,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.001,0.1
202134,SO,unknown,0,sex,NA,16,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202135,SO,unknown,1,sex,NA,17,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202136,SO,unknown,0,sex,NA,17,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202137,SO,unknown,2,sex,NA,19,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202138,SO,unknown,1,sex,NA,20,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202139,SO,unknown,3,sex,NA,23,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.001,0.1
202140,SO,unknown,1,sex,NA,24,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.001,0.1
202141,SO,unknown,3,sex,NA,27,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.002,0.2
202142,SO,unknown,1,sex,NA,28,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.001,0.1
202143,SO,unknown,0,sex,NA,28,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202144,SO,unknown,0,sex,NA,28,NA,NA,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0,0
202052,SZ,male,35,sex,83109,35,0.04,0.04,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.31,31
202053,SZ,male,48,sex,83109,83,0.06,0.1,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.296,29.599999999999998
202101,SZ,male,244,sex,83109,327,0.29,0.39,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.348,34.8
202102,SZ,male,337,sex,83109,664,0.41,0.8,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.372,37.2
202103,SZ,male,646,sex,83109,1310,0.78,1.58,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.426,42.6
202104,SZ,male,510,sex,83109,1820,0.61,2.19,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.521,52.1
202105,SZ,male,671,sex,83109,2491,0.81,3,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.517,51.7
202106,SZ,male,801,sex,83109,3292,0.96,3.96,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.501,50.1
202107,SZ,male,882,sex,83109,4174,1.06,5.02,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.531,53.1
202108,SZ,male,693,sex,83109,4867,0.83,5.86,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.487,48.699999999999996
202109,SZ,male,691,sex,83109,5558,0.83,6.69,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.541,54.1
202110,SZ,male,979,sex,83109,6537,1.18,7.87,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.47,47
202111,SZ,male,645,sex,83109,7182,0.78,8.64,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.474,47.4
202112,SZ,male,807,sex,83109,7989,0.97,9.61,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.508,50.8
202113,SZ,male,756,sex,83109,8745,0.91,10.52,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.498,49.8
202114,SZ,male,708,sex,83109,9453,0.85,11.37,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.526,52.6
202115,SZ,male,1027,sex,83109,10480,1.24,12.61,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.507,50.7
202116,SZ,male,2095,sex,83109,12575,2.52,15.13,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.512,51.2
202117,SZ,male,2588,sex,83109,15163,3.11,18.24,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.471,47.099999999999994
202118,SZ,male,3232,sex,83109,18395,3.89,22.13,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.497,49.7
202119,SZ,male,3393,sex,83109,21788,4.08,26.22,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.52,52
202120,SZ,male,3207,sex,83109,24995,3.86,30.07,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.529,52.900000000000006
202121,SZ,male,2707,sex,83109,27702,3.26,33.33,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.534,53.400000000000006
202122,SZ,male,2292,sex,83109,29994,2.76,36.09,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.537,53.7
202123,SZ,male,2412,sex,83109,32406,2.9,38.99,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.54,54
202124,SZ,male,2351,sex,83109,34757,2.83,41.82,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.534,53.400000000000006
202125,SZ,male,1483,sex,83109,36240,1.78,43.61,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.539,53.900000000000006
202126,SZ,male,471,sex,83109,36711,0.57,44.17,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.531,53.1
202127,SZ,male,452,sex,83109,37163,0.54,44.72,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.498,49.8
202128,SZ,male,554,sex,83109,37717,0.67,45.38,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.531,53.1
202129,SZ,male,587,sex,83109,38304,0.71,46.09,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.51,51
202130,SZ,male,510,sex,83109,38814,0.61,46.7,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.53,53
202131,SZ,male,545,sex,83109,39359,0.66,47.36,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.534,53.400000000000006
202132,SZ,male,445,sex,83109,39804,0.54,47.89,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.514,51.4
202133,SZ,male,584,sex,83109,40388,0.7,48.6,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.511,51.1
202134,SZ,male,825,sex,83109,41213,0.99,49.59,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.505,50.5
202135,SZ,male,990,sex,83109,42203,1.19,50.78,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.502,50.2
202136,SZ,male,1429,sex,83109,43632,1.72,52.5,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.513,51.300000000000004
202137,SZ,male,1312,sex,83109,44944,1.58,54.08,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.531,53.1
202138,SZ,male,901,sex,83109,45845,1.08,55.16,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.532,53.2
202139,SZ,male,459,sex,83109,46304,0.55,55.71,COVID19AtLeastOneDosePersons,2021-11-10_08-01-30,detailed,0.495,49.5
